layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,90.231548
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,87.879057
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,88.599733
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,89.728589
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,239.033716
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,238.255735
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,239.488126
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,88.774245
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,89.776206
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,89.441317
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,89.049297
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,237.891047
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,239.341974
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,240.596490
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,87.705416
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,88.292159
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,88.156312
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,88.969924
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,235.150726
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,239.380643
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,240.211602
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,89.399352
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,88.159507
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,87.319677
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,87.169157
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,238.477954
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,238.138339
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,240.908559
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,88.546937
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,88.119181
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,86.950462
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,88.755911
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,237.692769
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,238.760122
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,239.566628
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,87.614256
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,88.620912
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,87.427593
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,89.108154
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,239.057833
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,32,4,237.720701
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,240.541729
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,88.401924
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,89.136293
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,86.251985
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,88.184270
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,237.463590
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,32,4,236.664052
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,240.207470
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,89.509141
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,89.299734
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,89.039100
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,89.455985
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,237.310062
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,32,4,236.794881
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,239.599339
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,88.698551
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,32,4,87.547315
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,87.340730
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,89.848088
