layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,88.965571
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,88.748170
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,87.663503
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,86.915916
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,239.384553
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,238.256993
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,236.302202
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,87.455183
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,89.938255
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,88.533021
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,87.951491
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,236.275817
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,237.369402
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,236.349909
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,89.887956
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,87.289726
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,87.619705
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,88.144636
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,239.146243
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,238.948953
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,235.751125
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,87.694349
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,87.803708
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,89.517512
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,87.117970
