layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,87.791891
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,86.934992
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,88.228066
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,88.380467
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,236.766388
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,237.505841
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,240.033973
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,88.415831
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,88.474827
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,88.586601
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,89.116790
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,236.497456
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,238.780830
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,242.577285
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,89.529949
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,89.889167
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,88.459114
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,86.849356
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,237.258975
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,239.669884
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,239.934005
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,89.054463
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,87.819921
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,86.694863
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,89.643826
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,239.896860
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,236.308199
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,239.807332
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,88.474359
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,88.602313
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,86.221979
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,88.217990
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,236.114242
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,238.036568
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,239.986598
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,88.800760
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,88.294033
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,89.217670
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,87.961916
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,237.982661
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,32,4,241.034419
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,239.404853
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,88.508834
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,89.055485
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,87.509507
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,87.561799
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,238.150680
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,32,4,236.748401
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,240.430122
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,85.251397
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,89.151322
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,89.141110
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,88.760457
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,238.420523
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,32,4,237.529169
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,239.365228
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,89.628550
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,32,4,86.852737
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,86.026926
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,89.300948
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,32,4,237.050938
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,32,4,237.649820
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,32,4,240.059931
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,32,4,88.990249
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,32,4,88.909613
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,32,4,88.557559
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,32,4,88.559289
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,32,4,237.341862
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,32,4,236.787430
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,32,4,240.057015
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,32,4,87.078958
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,32,4,87.076439
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,32,4,89.063967
