phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,117.008069
prefill,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,117.397672
prefill,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,117.349405
prefill,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,105.856019
prefill,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,300.664004
prefill,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,309.214351
prefill,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,337.957615
prefill,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,118.262291
prefill,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,118.225384
prefill,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,118.537378
prefill,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,107.483339
prefill,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,302.324563
prefill,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,306.260600
prefill,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,356.381015
prefill,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,116.822905
prefill,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,117.325497
prefill,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,117.184325
prefill,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,105.806743
prefill,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,305.511114
prefill,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,305.653237
prefill,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,331.085777
prefill,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,116.614846
prefill,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,117.207303
prefill,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,116.789793
prefill,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,105.708205
prefill,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,305.355072
prefill,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,306.516397
prefill,3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,347.314956
prefill,4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,116.258602
prefill,4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,117.530848
prefill,4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,117.415283
prefill,4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,106.975192
prefill,4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,302.000508
prefill,4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,305.203205
prefill,4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,332.520304
prefill,5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,115.896192
prefill,5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,118.250018
prefill,5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,116.314704
prefill,5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,107.009310
prefill,5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,305.635063
