phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,103.581321
prefill,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,103.926059
prefill,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,102.788415
prefill,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,103.245817
prefill,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,280.306813
prefill,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,280.924548
prefill,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,308.863393
prefill,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,104.703374
prefill,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,103.784629
prefill,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,102.488332
prefill,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,105.594601
prefill,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,277.128648
prefill,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,281.096417
prefill,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,338.260057
prefill,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,107.050943
prefill,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,102.679303
prefill,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,103.648681
prefill,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,104.587738
prefill,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,278.848256
prefill,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,278.689653
prefill,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,316.188481
prefill,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,104.907514
prefill,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,102.814944
prefill,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,103.613998
prefill,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,103.454285
prefill,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,280.508683
prefill,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,278.198478
prefill,3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,323.145495
