phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,110.069626
prefill,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,110.588496
prefill,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,111.581851
prefill,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,109.053888
prefill,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,294.142635
prefill,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,295.312815
prefill,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,336.143563
prefill,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,108.645853
prefill,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,111.864759
prefill,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,110.647427
prefill,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,109.854593
prefill,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,290.396642
prefill,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,290.171080
prefill,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,357.789169
prefill,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,108.772668
prefill,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,112.725814
prefill,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,111.965308
prefill,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,111.766356
prefill,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,286.766295
prefill,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,289.652110
prefill,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,340.154492
prefill,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,111.783792
prefill,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,113.662537
prefill,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,113.332009
prefill,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,110.733793
prefill,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,298.362753
prefill,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,293.176555
prefill,3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,347.481632
prefill,4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,110.548616
prefill,4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,112.870859
prefill,4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,109.061784
prefill,4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,111.771034
prefill,4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,290.997283
prefill,4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,294.345622
prefill,4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,353.791105
prefill,5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,111.285950
prefill,5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,113.551505
prefill,5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,112.621934
prefill,5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,112.153863
prefill,5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,292.524669
prefill,5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,32,4,295.673151
prefill,5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,329.318173
prefill,6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,111.070026
prefill,6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,110.721926
prefill,6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,113.286202
prefill,6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,112.388791
prefill,6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,294.228627
prefill,6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,32,4,299.239640
prefill,6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,343.754078
prefill,7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,107.416384
prefill,7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,113.033088
prefill,7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,111.919215
prefill,7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,113.458476
prefill,7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,294.742627
prefill,7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,32,4,295.352481
prefill,7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,319.108581
prefill,8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,110.424982
prefill,8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,32,4,109.176151
prefill,8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,109.108934
prefill,8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,111.431971
prefill,8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,32,4,295.719044
prefill,8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,32,4,300.981011
prefill,8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,32,4,351.868860
prefill,9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,32,4,110.089667
prefill,9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,32,4,108.438283
prefill,9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,32,4,116.590544
prefill,9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,32,4,113.338157
prefill,9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,32,4,292.054668
prefill,9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,32,4,295.725490
prefill,9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,32,4,335.470154
prefill,10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,32,4,107.249299
prefill,10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,32,4,110.174605
prefill,10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,32,4,110.583588
prefill,10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,32,4,111.797714
prefill,10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,32,4,296.195880
prefill,10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,32,4,294.641114
prefill,10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,32,4,347.255721
prefill,11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,32,4,107.786125
prefill,11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,32,4,111.635672
prefill,11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,32,4,111.809477
prefill,11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,32,4,112.642535
prefill,11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,32,4,293.866790
prefill,11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,32,4,301.719953
prefill,11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,32,4,298.189859
prefill,12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,32,4,108.975602
prefill,12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,32,4,112.678379
prefill,12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,32,4,109.193333
prefill,12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,32,4,113.359368
prefill,12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,32,4,292.121624
prefill,12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,32,4,298.671728
prefill,12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,32,4,339.928792
prefill,13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,32,4,112.847458
prefill,13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,32,4,110.377321
prefill,13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,32,4,112.428068
prefill,13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,32,4,110.868614
prefill,13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,32,4,293.958637
prefill,13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,32,4,295.048665
prefill,13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,32,4,311.109519
prefill,14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,32,4,109.818999
prefill,14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,32,4,114.669506
prefill,14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,32,4,113.686326
prefill,14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,32,4,111.667175
prefill,14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,32,4,299.769784
prefill,14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,32,4,295.773562
prefill,14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,32,4,306.408757
prefill,15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,32,4,108.356788
prefill,15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,32,4,107.739517
prefill,15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,32,4,107.266265
prefill,15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,32,4,112.039817
prefill,15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,32,4,294.444010
prefill,15,ffn_up,blk.15.ffn_up.weight,Q4_0,4096,11008,32,4,292.468184
prefill,15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,32,4,317.148219
prefill,16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,32,4,106.365981
prefill,16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,32,4,110.991823
prefill,16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,32,4,111.939149
prefill,16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,32,4,113.195364
prefill,16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,32,4,289.382140
prefill,16,ffn_up,blk.16.ffn_up.weight,Q4_0,4096,11008,32,4,300.694700
prefill,16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,32,4,334.554491
prefill,17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,32,4,110.018272
prefill,17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,32,4,109.302224
prefill,17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,32,4,108.268376
prefill,17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,32,4,111.248670
prefill,17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,32,4,292.128937
prefill,17,ffn_up,blk.17.ffn_up.weight,Q4_0,4096,11008,32,4,295.849670
prefill,17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,32,4,331.714395
prefill,18,q_proj,blk.18.attn_q.weight,Q4_0,4096,4096,32,4,107.844203
prefill,18,k_proj,blk.18.attn_k.weight,Q4_0,4096,4096,32,4,109.693317
prefill,18,v_proj,blk.18.attn_v.weight,Q4_0,4096,4096,32,4,110.621911
prefill,18,o_proj,blk.18.attn_output.weight,Q4_0,4096,4096,32,4,114.139098
prefill,18,ffn_gate,blk.18.ffn_gate.weight,Q4_0,4096,11008,32,4,294.517944
prefill,18,ffn_up,blk.18.ffn_up.weight,Q4_0,4096,11008,32,4,294.432341
prefill,18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,32,4,319.205560
prefill,19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,32,4,109.355776
prefill,19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,32,4,113.238779
prefill,19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,32,4,110.857688
prefill,19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,32,4,115.048945
prefill,19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,32,4,298.424309
prefill,19,ffn_up,blk.19.ffn_up.weight,Q4_0,4096,11008,32,4,295.676678
prefill,19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,32,4,327.200407
prefill,20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,32,4,108.429496
prefill,20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,32,4,111.724461
prefill,20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,32,4,110.787950
prefill,20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,32,4,112.300753
prefill,20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,32,4,295.687269
prefill,20,ffn_up,blk.20.ffn_up.weight,Q4_0,4096,11008,32,4,299.367938
prefill,20,ffn_down,blk.20.ffn_down.weight,Q4_0,11008,4096,32,4,321.892202
prefill,21,q_proj,blk.21.attn_q.weight,Q4_0,4096,4096,32,4,111.748054
prefill,21,k_proj,blk.21.attn_k.weight,Q4_0,4096,4096,32,4,111.638385
prefill,21,v_proj,blk.21.attn_v.weight,Q4_0,4096,4096,32,4,110.982704
prefill,21,o_proj,blk.21.attn_output.weight,Q4_0,4096,4096,32,4,113.513077
prefill,21,ffn_gate,blk.21.ffn_gate.weight,Q4_0,4096,11008,32,4,297.311930
prefill,21,ffn_up,blk.21.ffn_up.weight,Q4_0,4096,11008,32,4,300.276687
