phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,64,2,85.617823
prefill,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,64,2,85.264360
prefill,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,64,2,83.351843
prefill,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,64,2,85.026050
prefill,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,64,2,215.753474
prefill,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,64,2,210.511810
prefill,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,64,2,209.631573
prefill,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,64,2,82.679898
prefill,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,64,2,85.041475
prefill,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,64,2,85.801962
prefill,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,64,2,88.309880
prefill,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,64,2,213.885565
prefill,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,64,2,213.156390
prefill,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,64,2,207.427271
prefill,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,64,2,86.028608
prefill,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,64,2,83.955317
prefill,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,64,2,85.580472
prefill,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,64,2,85.451568
prefill,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,64,2,210.506900
prefill,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,64,2,215.572298
prefill,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,64,2,207.685812
prefill,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,64,2,88.422144
prefill,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,64,2,82.924549
prefill,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,64,2,87.095590
prefill,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,64,2,88.185937
prefill,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,64,2,210.756098
prefill,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,64,2,211.635505
prefill,3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,64,2,206.833232
prefill,4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,64,2,86.128048
prefill,4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,64,2,85.289851
prefill,4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,64,2,84.151012
prefill,4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,64,2,87.894996
prefill,4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,64,2,212.076181
prefill,4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,64,2,210.940346
prefill,4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,64,2,208.654366
prefill,5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,64,2,84.289751
prefill,5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,64,2,83.731319
prefill,5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,64,2,82.052274
prefill,5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,64,2,84.208769
prefill,5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,64,2,215.009701
prefill,5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,64,2,212.215079
prefill,5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,64,2,204.242569
prefill,6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,64,2,81.512438
prefill,6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,64,2,86.907707
