phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,64,2,130.383091
prefill,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,64,2,128.583123
prefill,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,64,2,129.400085
prefill,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,64,2,128.173883
prefill,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,64,2,338.136700
prefill,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,64,2,340.099895
prefill,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,64,2,345.314258
prefill,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,64,2,127.936837
prefill,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,64,2,127.345162
prefill,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,64,2,127.124830
prefill,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,64,2,127.999952
prefill,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,64,2,341.373206
prefill,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,64,2,339.973838
prefill,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,64,2,345.978762
prefill,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,64,2,127.502518
prefill,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,64,2,127.430559
prefill,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,64,2,127.284167
prefill,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,64,2,127.104115
prefill,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,64,2,339.266216
prefill,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,64,2,339.548131
prefill,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,64,2,345.188589
prefill,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,64,2,127.211789
prefill,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,64,2,127.191769
prefill,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,64,2,127.160751
prefill,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,64,2,128.465914
prefill,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,64,2,340.571683
prefill,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,64,2,340.916355
prefill,3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,64,2,349.209607
prefill,4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,64,2,131.652938
prefill,4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,64,2,129.754790
prefill,4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,64,2,131.050638
prefill,4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,64,2,131.656443
prefill,4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,64,2,351.656003
prefill,4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,64,2,350.643654
prefill,4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,64,2,357.993762
prefill,5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,64,2,131.402520
prefill,5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,64,2,131.257701
prefill,5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,64,2,131.652917
prefill,5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,64,2,131.107895
prefill,5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,64,2,350.798318
prefill,5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,64,2,350.353646
prefill,5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,64,2,351.219253
prefill,6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,64,2,130.715673
prefill,6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,64,2,131.491665
prefill,6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,64,2,128.551844
prefill,6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,64,2,128.210999
prefill,6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,64,2,341.138679
prefill,6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,64,2,340.050507
prefill,6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,64,2,344.482538
prefill,7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,64,2,126.916015
prefill,7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,64,2,126.638076
prefill,7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,64,2,127.023116
prefill,7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,64,2,128.248657
prefill,7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,64,2,341.091088
prefill,7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,64,2,339.635650
prefill,7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,64,2,344.357661
prefill,8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,64,2,126.983406
prefill,8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,64,2,127.424072
prefill,8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,64,2,126.628039
prefill,8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,64,2,126.999251
prefill,8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,64,2,339.870896
prefill,8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,64,2,339.402929
prefill,8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,64,2,345.398534
prefill,9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,64,2,128.201054
prefill,9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,64,2,127.240694
prefill,9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,64,2,129.421508
prefill,9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,64,2,129.215857
prefill,9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,64,2,345.163139
prefill,9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,64,2,358.380467
prefill,9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,64,2,351.017870
prefill,10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,64,2,128.774863
prefill,10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,64,2,129.568881
prefill,10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,64,2,129.902053
prefill,10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,64,2,129.893482
prefill,10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,64,2,346.055196
prefill,10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,64,2,345.382010
prefill,10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,64,2,351.426798
prefill,11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,64,2,127.975765
prefill,11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,64,2,128.989306
prefill,11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,64,2,128.429421
prefill,11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,64,2,127.170500
prefill,11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,64,2,339.964537
prefill,11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,64,2,339.693958
prefill,11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,64,2,347.109158
prefill,12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,64,2,129.222851
prefill,12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,64,2,127.841224
prefill,12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,64,2,128.987227
prefill,12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,64,2,128.114537
prefill,12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,64,2,345.905580
prefill,12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,64,2,345.549100
