phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,16,8,234.102950
prefill,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,16,8,232.789901
prefill,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,16,8,232.695317
prefill,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,16,8,233.073466
prefill,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,16,8,620.261772
prefill,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,16,8,619.250320
prefill,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,16,8,630.902042
prefill,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,16,8,233.914468
prefill,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,16,8,232.473504
prefill,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,16,8,232.103107
prefill,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,16,8,232.558482
prefill,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,16,8,620.701841
prefill,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,16,8,619.323064
prefill,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,16,8,630.615927
prefill,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,16,8,234.460417
prefill,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,16,8,232.048201
prefill,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,16,8,231.885593
prefill,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,16,8,233.562025
prefill,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,16,8,621.507058
prefill,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,16,8,619.232247
prefill,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,16,8,630.775559
prefill,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,16,8,233.801042
prefill,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,16,8,232.172667
prefill,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,16,8,232.454801
prefill,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,16,8,233.304495
prefill,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,16,8,621.355201
prefill,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,16,8,619.054355
